fi,fM,MHVR(fi-2),MHVR(fi-1),MHVR(fi),MHVR(fi+1),MHVR(fi+2),AMR(fi-2),AMR(fi-1),AMR(fi),AMR(fi+1),AMR(fi+2),pSAF
2.693517,8.969039,1.655352,1.7939330000000002,1.9925979999999999,2.2212490000000003,2.463993,1.117324,1.1460688,1.116221,1.1222837,1.1666311,2.224179634680748
2.750966,8.969039,1.7939330000000002,1.9925979999999999,2.2212490000000003,2.463993,2.695224,1.1107501,1.1388648,1.1069295,1.1166685,1.1674966,2.458766135204077
2.8096389999999998,8.969039,1.9925979999999999,2.2212490000000003,2.463993,2.695224,2.836734,1.09678,1.1248448,1.0933403,1.1114225,1.1660305,2.693982790801406
2.869564,8.969039,2.2212490000000003,2.463993,2.695224,2.836734,2.802156,1.0678264,1.0955596,1.0669446,1.0971799,1.1537282,2.8756546903038025
2.930767,8.969039,2.463993,2.695224,2.836734,2.802156,2.762459,1.0427271,1.0692285,1.0436751,1.0817257,1.1403956,2.960628541952848
2.993275,8.969039,2.695224,2.836734,2.802156,2.762459,2.850968,1.0411031,1.0677757,1.0444857,1.0838873,1.1435814,2.926811838130474
3.057117,8.969039,2.836734,2.802156,2.762459,2.850968,3.085656,1.0697274,1.0948447,1.0754611,1.1087972,1.1668253,2.9709173308012486
3.12232,8.969039,2.802156,2.762459,2.850968,3.085656,3.401278,1.1076026,1.1244268,1.1173638,1.1343939,1.1855162,3.1855684682054517
3.188914,8.969039,2.762459,2.850968,3.085656,3.401278,3.57913,1.1130807,1.1231407,1.1268874,1.132866,1.180167,3.4771869926633836
3.256928,8.969039,2.850968,3.085656,3.401278,3.57913,3.5391800000000004,1.0715461,1.078517,1.0934098,1.0980926,1.1444142,3.718990618432522
3.326393,8.969039,3.085656,3.401278,3.57913,3.5391800000000004,3.529514,1.0330122,1.0379026,1.0620096,1.068221,1.1141069,3.8010703229498866
3.397339,8.969039,3.401278,3.57913,3.5391800000000004,3.529514,3.52294,1.0244943,1.0291975,1.0586735,1.06643,1.1123796,3.74683608132124
3.4697980000000004,8.969039,3.57913,3.5391800000000004,3.529514,3.52294,3.4862589999999996,1.0323205,1.0376661,1.0685813,1.0774311,1.1240329,3.7715728091883656
3.543803,8.969039,3.5391800000000004,3.529514,3.52294,3.4862589999999996,3.567989,1.047173,1.051255,1.084107,1.0889713,1.1337702,3.8192440602850914
3.619387,8.969039,3.529514,3.52294,3.4862589999999996,3.567989,3.719497,1.0746415,1.0760396,1.1118544,1.1098864,1.1526115,3.876212527269005
3.696582,8.969039,3.52294,3.4862589999999996,3.567989,3.719497,3.836618,1.0994904,1.0978686,1.1362703,1.1283493,1.1703904,4.054199876667738
3.7754239999999997,8.969039,3.4862589999999996,3.567989,3.719497,3.836618,3.901335,1.1032832,1.0993557,1.140939,1.1295049,1.1710811,4.243719177523851
3.855947,8.969039,3.567989,3.719497,3.836618,3.901335,4.019737,1.1033434,1.0971798,1.1425781,1.1277883,1.1689909,4.38363580078125
3.938188,8.969039,3.719497,3.836618,3.901335,4.019737,4.18171,1.1194326,1.1124876,1.1642048,1.1466781,1.1835428,4.541953073433637
4.022183,8.969039,3.836618,3.901335,4.019737,4.18171,4.254606,1.1316155,1.1256403,1.1831684,1.1656188,1.1981485,4.756025839952469
4.107969000000001,8.969039,3.901335,4.019737,4.18171,4.254606,4.168747,1.116162,1.1137958,1.1762416,1.1641788,1.1936672,4.918701412832736
4.1955849999999995,8.969039,4.019737,4.18171,4.254606,4.168747,4.118056,1.0995017,1.0997994,1.1666797,1.1589649,1.1859194,4.96376262167859
4.285069999999999,8.969039,4.18171,4.254606,4.168747,4.118056,4.141058999999999,1.1089889,1.1095344,1.1796205,1.1708413,1.1960509,4.9175394387695786
4.376462999999999,8.969039,4.254606,4.168747,4.118056,4.141058999999999,4.073118,1.125875,1.126598,1.198063,1.1880039,1.2131104,4.933690591160774
4.469806,8.969039,4.168747,4.118056,4.141058999999999,4.073118,4.163613,1.1527883,1.1501662,1.2222645,1.2056141,1.2297009,5.061469525192021
4.56514,8.969039,4.118056,4.141058999999999,4.073118,4.163613,4.381196,1.2088991,1.1985803,1.27254,1.2428461,1.2646028,5.1832054708006385
4.662506,8.969039,4.141058999999999,4.073118,4.163613,4.381196,4.407007,1.2430334,1.2303243,1.3065076,1.2715932,1.2920868,5.4397919756340976
4.76195,8.969039,4.073118,4.163613,4.381196,4.407007,3.962418,1.1711223,1.1704354,1.2483126,1.2325944,1.2545073,5.469102137038708
4.863514,8.969039,4.163613,4.381196,4.407007,3.962418,3.525091,1.088669,1.0962063,1.1758897,1.1787065,1.2022384,5.182154273336649
4.967245,8.969039,4.381196,4.407007,3.962418,3.525091,3.31279,1.0822871,1.0912085,1.17119,1.1761129,1.2011372,4.64074443022871
5.073187,8.969039,4.407007,3.962418,3.525091,3.31279,3.6713709999999997,1.213611,1.2110575,1.2912949,1.2699667,1.2936777,4.551932144426942
5.18139,8.969039,3.962418,3.525091,3.31279,3.6713709999999997,3.836813,1.4249644,1.4254333,1.4452181,1.4309909,1.4436464,4.787704023923874
5.2919,8.969039,3.525091,3.31279,3.6713709999999997,3.836813,3.742596,1.4476911,1.4515741,1.4549037,1.4472607,1.4581896,5.341491332043051
5.404768,8.969039,3.31279,3.6713709999999997,3.836813,3.742596,3.811662,1.4093028,1.409524,1.420421,1.4096756,1.4177148,5.449889774753451
5.520042,8.969039,3.6713709999999997,3.836813,3.742596,3.811662,3.7939,1.406476,1.4136078,1.4296767,1.424769,1.4283886,5.350702118898869
5.637775,8.969039,3.836813,3.742596,3.811662,3.7939,3.5284160000000004,1.3598087,1.3538758,1.425636,1.395797,1.4125628,5.434042769375324
5.758019,8.969039,3.742596,3.811662,3.7939,3.5284160000000004,3.3102940000000003,1.3061453,1.299181,1.3882831,1.3578447,1.3792729,5.2670073802113535
5.880828,8.969039,3.811662,3.7939,3.5284160000000004,3.3102940000000003,3.475318,1.4009616,1.4123758,1.444303,1.4420629,1.4481325,5.096101940139771
6.006257,8.969039,3.7939,3.5284160000000004,3.3102940000000003,3.475318,3.731554,1.5923612,1.5853758,1.5926619,1.608618,1.5930929,5.272178991258622
6.13436,8.969039,3.5284160000000004,3.3102940000000003,3.475318,3.731554,4.0491660000000005,1.7104803,1.6740129,1.694718,1.6959229,1.6729741,5.889683981698751
6.265194999999999,8.969039,3.3102940000000003,3.475318,3.731554,4.0491660000000005,4.258776999999999,1.7405968,1.6903913,1.7168905,1.70609,1.6775478,6.40666944227624
6.398821,8.969039,3.475318,3.731554,4.0491660000000005,4.258776999999999,5.404437000000001,1.8201714,1.7329342,1.7719097,1.7176788,1.67609,7.174756567966462
6.535297,8.969039,3.731554,4.0491660000000005,4.258776999999999,5.404437000000001,5.370876,1.8179636,1.732389,1.7750847,1.7218914,1.6776686,7.559690038052796
6.674684,8.969039,4.0491660000000005,4.258776999999999,5.404437000000001,5.370876,6.354257,1.7833424,1.6804057,1.7158906,1.6367266,1.5835258,9.273422895092727
6.817044,8.969039,4.258776999999999,5.404437000000001,5.370876,6.354257,7.544661,1.8026543,1.670711,1.7056913,1.592455,1.5270106,9.161056668445587
6.962439999999999,8.969039,5.404437000000001,5.370876,6.354257,7.544661,7.367816,1.7502346,1.6321934,1.6606003,1.5642321,1.5058227,10.55188110972941
7.110937,8.969039,5.370876,6.354257,7.544661,7.367816,6.866745,1.558804,1.4878545,1.5057563,1.468866,1.4154441,11.360420522515653
7.262600999999999,8.969039,6.354257,7.544661,7.367816,6.866745,7.210044,1.4789802,1.4183844,1.4349172,1.4178836,1.3606943,10.572205989805221
7.4175,8.969039,7.544661,7.367816,6.866745,7.210044,6.791313000000001,1.4705279,1.4220407,1.4382551,1.4377954,1.3853991,9.876130821908712
7.575703,8.969039,7.367816,6.866745,7.210044,6.791313000000001,6.098038,1.4047706,1.3881981,1.3980508,1.4208392,1.3795935,10.08000767455101
7.73728,8.969039,6.866745,7.210044,6.791313000000001,6.098038,5.7439029999999995,1.3747119,1.365925,1.3793889,1.4110143,1.3689673,9.367861961589933
7.902303,8.969039,7.210044,6.791313000000001,6.098038,5.7439029999999995,6.181512000000001,1.5081222,1.4547284,1.4823802,1.4840727,1.4266919,9.039610495809079
8.070846000000001,8.969039,6.791313000000001,6.098038,5.7439029999999995,6.181512000000001,7.5653179999999995,1.7355238,1.619389,1.6470847,1.5787945,1.5159373,9.460694824152469
8.242984,8.969039,6.098038,5.7439029999999995,6.181512000000001,7.5653179999999995,6.475361,1.7414002,1.6406279,1.6739769,1.6199396,1.5675164,10.34770828390503
8.418792999999999,8.969039,5.7439029999999995,6.181512000000001,7.5653179999999995,6.475361,6.724508,1.6463261,1.5520897,1.5807106,1.5301731,1.46914,11.958578729381085
8.598351,8.969039,6.181512000000001,7.5653179999999995,6.475361,6.724508,7.811819,1.6731937,1.5520728,1.574744,1.5057969,1.4352837,10.197035792769194
8.781739,8.969039,7.5653179999999995,6.475361,6.724508,7.811819,6.058663,1.6119748,1.5359244,1.5596001,1.5489717,1.4970329,10.487543448924065
8.969039,8.969039,6.475361,6.724508,7.811819,6.058663,4.912416,1.3649719,1.3706471,1.3849444,1.433907,1.3977951,10.818935282011509
9.160333999999999,8.969039,6.724508,7.811819,6.058663,4.912416,5.051848000000001,1.3974276,1.3790421,1.4110818,1.4620205,1.4088889,8.549269036645413
9.355708,8.969039,7.811819,6.058663,4.912416,5.051848000000001,5.268391,1.6139741,1.5635473,1.6003083,1.6433878,1.5923419,7.861380093257905
9.555249,8.969039,6.058663,4.912416,5.051848000000001,5.268391,4.837951,1.7455274,1.69833,1.7523634,1.7922999,1.7559747,8.852673756685258
